Work Order Spare Description,Work Order Spare ID,Estimated Quantity,Estimated Unit Cost,Actual Quantity,Work Order ID,UOMDescription,Account Code Name,Account Code Description,Job Code Major Description,Employee WOSpares,Spares Comment
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,5595,90.0000000,0.1000000,90.0000000,44080,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Himoya niqobi (респиратор) ,6220,100.0000000,0.1197000,100.0000000,44080,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Холодная сварка Гладкая лента толщ от 0,2мм до 0,6мм шир от 10мм до 70мм гофрированная лента толщ от 0,2мм до 1,0 мм шир от8 мм до 40мм/Tape fum graph",6178,1.0000000,14.9542000,1.0000000,44080,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6313,15.0000000,2.8300000,15.0000000,44080,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",5587,1.0000000,0.5581000,0.0000000,43593,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",5588,1.0000000,3.5900000,0.0000000,43593,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Проволока тип: GTAW для материала 2.4мм CS. Тип: ER70S-3 (OK Tigrod 12.64) ASME SFA-5.18 DIA 2.4 / ER70S-3,5589,0.1000000,14.4600000,0.0000000,43593,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка пластичная универсальная WD-40 400 ml,5591,4.0000000,6.7076000,4.0000000,44223,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Наждачная бумага от 20 мм до 40 мм. ,5592,1.0000000,5.5807000,1.0000000,44223,Meter sq.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Наждачная бумага от 0 мм до 20мм,5593,1.0000000,4.7835000,1.0000000,44223,Meter sq.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Наждачная бумага от 40 мм до 60мм.,5594,1.0000000,6.3780000,1.0000000,44223,Meter sq.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Size: 10"" (Size: 250mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",5609,2.0000000,15.6680000,2.0000000,44312,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Size: 6"" (Size: 150mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",5610,1.0000000,12.8425000,1.0000000,44312,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",6316,1600.0000000,0.3500000,1600.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
Bioltrol NX 11. Kонтрол микробиологии,6295,1000.0000000,2.0604000,1000.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
Bioltrol NX 11,6280,1000.0000000,2.2593000,1000.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",6281,3200.0000000,0.3500000,3200.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",6335,4000.0000000,0.3500000,4000.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",6397,3200.0000000,0.3500000,3200.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
Bioltrol NX 11. Kонтрол микробиологии,6455,4000.0000000,2.0604000,4000.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",6477,5000.0000000,0.3500000,5000.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
Гипохлорит натрия,6344,9980.0000000,0.2400000,9980.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",6420,3000.0000000,0.3500000,3000.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",6916,1514.0000000,0.3500000,1514.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
Гипохлорит натрия,6928,4860.0000000,0.2400000,4860.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",6858,4000.0000000,0.3500000,4000.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
Гипохлорит натрия,6792,9940.0000000,0.2400000,9940.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
Гипохлорит натрия,6709,8940.0000000,0.2400000,8940.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
"Кальций азотнокислый 4-водный технический (нитрат кальция), в мешках",6696,4000.0000000,0.3500000,4000.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
Гипохлорит натрия,6552,8760.0000000,0.2400000,8760.0000000,44323,Kg,210106030000,Chemicals,Material Reservation,,
Хлорид железа III,6917,1.2400000,183.0000000,1.2400000,37149,Tonn,210106030000,Chemicals,Material Reservation,,
Hyfloc CP 887,6453,250.0000000,16.0830000,250.0000000,37149,Kg,210106030000,Chemicals,Material Reservation,,
Хлорид железа III,6454,2.4800000,183.0000000,2.4800000,37149,Tonn,210106030000,Chemicals,Material Reservation,,
MemKare KL 500 (эфиры ортофталевойкислоты сложные),6468,1250.0000000,2.1000000,1250.0000000,37149,Kg,210106030000,Chemicals,Material Reservation,,
"Mechanical seal repair kits / Ремонтныекомплекты для механического уплотнения/ B0402531 D0397011 TSP 3X3-17, (частинасоса)",5601,1.0000000,17785.0000000,1.0000000,44338,Set,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Шахсий варака китоби (Мехнат мухофазаси учун),5604,140.0000000,0.7900000,140.0000000,44341,Each,100000000003,PRODUCTION COST - Production Cost,Material Reservation,691,
Специальная форменная одежда ГОСТ 27575-87,5613,1.0000000,43.6600000,0.0000000,44350,Set,210501070005,Protective clothing ,Personal Protective Equipment,,
Пенетрант Helling U-88 (500мл),5616,2.0000000,35.0000000,2.0000000,44415,Each,210106090000,Consumables,Material Reservation,,
Очиститель Helling NORD-TEST U87 (500мл),5617,2.0000000,35.0000000,2.0000000,44415,Each,210106090000,Consumables,Material Reservation,,
Проявитель Helling U-89 (500мл),5618,2.0000000,35.0000000,2.0000000,44415,Each,210106090000,Consumables,Material Reservation,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",5619,2.0000000,0.5581000,0.0000000,31119,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Bearing Bush / Втулка подшипника BRNG 45X30, номер оборудования: 110-PC-231 A/B, номер детали: 68009355",5620,10.0000000,314.6300000,10.0000000,44417,Each,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,5621,10.0000000,0.1000000,10.0000000,44417,Pair,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Химические реактивы (Изопропиловый спир),5622,5.0000000,6.3393000,5.0000000,44417,Kg,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Специальная форменная одежда ГОСТ 27575-87,5623,1.0000000,43.6600000,1.0000000,44424,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5624,1.0000000,43.6600000,1.0000000,44425,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5625,1.0000000,43.6600000,1.0000000,44426,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5626,1.0000000,43.6600000,1.0000000,44427,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5627,1.0000000,43.6600000,1.0000000,44428,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5628,1.0000000,43.6600000,1.0000000,44429,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5629,1.0000000,43.6600000,1.0000000,44430,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5630,1.0000000,43.6600000,1.0000000,44431,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5631,1.0000000,43.6600000,1.0000000,44432,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5632,1.0000000,43.6600000,1.0000000,44433,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5633,1.0000000,43.6600000,1.0000000,44434,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5634,1.0000000,43.6600000,1.0000000,44435,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5635,1.0000000,43.6600000,1.0000000,44436,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5636,1.0000000,43.6600000,0.0000000,44437,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5637,1.0000000,43.6600000,0.0000000,44438,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5638,1.0000000,43.6600000,1.0000000,44439,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Комбинезон защитный Тайвек,5645,5.0000000,2.8300000,5.0000000,43357,Pack,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Комбинезон защитный Тайвек,5646,4.0000000,2.8300000,4.0000000,44338,Pack,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
"Barrier Fluid of Mechanical Seal / барьерная жидкость для механических уплотнений / Duraclear Synthetic Lubricant DS-4614-32-F, p/n: MLA32486003 208L",6236,58.0000000,21.7500000,58.0000000,44338,Litre,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Электроды сварочные УОНИ 13/55 д 3 мм,5648,0.0001000,1487.0993000,0.0000000,44347,Tonn,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",5698,2.0000000,3.5900000,0.0000000,44451,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивные отрезные круги 230 x1,8*1,9 22,23 А 30 S BF 80.2",5699,1.0000000,0.7972000,0.0000000,44451,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",5700,1.0000000,0.5581000,0.0000000,44451,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Шлифовальный диск (Болгарка) 230 мм,5701,1.0000000,2.4825000,0.0000000,44451,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
 Er70s-3 filler wire,5702,0.5000000,0.0000000,0.0000000,44451,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Сальниковая Набивка АГИ 6 х 6,5751,0.1000000,12.7559000,0.1000000,44449,Kg,210109050000,Instrument Spares,Instrument Spares,,
Фильтровальный порошок перлитовый вспученный,5652,640.0000000,0.9117000,640.0000000,44464,Kg,210106030000,Chemicals,Material Reservation,,
Фильтровальный порошок перлитовый вспученный,6346,320.0000000,0.9117000,320.0000000,44464,Kg,210106030000,Chemicals,Material Reservation,,
Фильтровальный порошок перлитовый вспученный,6343,640.0000000,0.9117000,640.0000000,44464,Kg,210106030000,Chemicals,Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5653,1.0000000,43.6600000,1.0000000,44465,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5654,1.0000000,43.6600000,1.0000000,44466,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5655,1.0000000,43.6600000,1.0000000,44467,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5656,1.0000000,43.6600000,1.0000000,44468,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5657,1.0000000,43.6600000,1.0000000,44469,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5658,1.0000000,43.6600000,1.0000000,44470,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
